字頻序號,字,出現頻次,累積頻次,累積百分比	 
5254,祗,1,1982405,99.975
5255,祚,1,1982406,99.975
5256,胴,1,1982407,99.976
5257,舨,1,1982408,99.976
5258,茴,1,1982409,99.976
5259,荏,1,1982410,99.976
5260,衹,1,1982411,99.976
5261,訏,1,1982412,99.976
5262,豺,1,1982413,99.976
5263,軔,1,1982414,99.976
5264,鬲,1,1982415,99.976
5265,匏,1,1982416,99.976
5266,啗,1,1982417,99.976
5267,寅,1,1982418,99.976
5268,旎,1,1982419,99.976
5269,毬,1,1982420,99.976
5270,涪,1,1982421,99.976
5271,猙,1,1982422,99.976
5272,粕,1,1982423,99.976
5273,耜,1,1982424,99.976
5274,舷,1,1982425,99.976
5275,莢,1,1982426,99.977
5276,莆,1,1982427,99.977
5277,莧,1,1982428,99.977
5278,蛆,1,1982429,99.977
5279,袈,1,1982430,99.977
5280,趺,1,1982431,99.977
5281,釧,1,1982432,99.977
5282,傖,1,1982433,99.977
5283,傚,1,1982434,99.977
5284,剴,1,1982435,99.977
5285,堰,1,1982436,99.977
5286,孱,1,1982437,99.977
5287,巽,1,1982438,99.977
5288,幀,1,1982439,99.977
5289,幃,1,1982440,99.977
5290,愒,1,1982441,99.977
5291,棹,1,1982442,99.977
5292,氬,1,1982443,99.977
5293,湔,1,1982444,99.977
5294,湲,1,1982445,99.977
5295,腌,1,1982446,99.978
5296,蛭,1,1982447,99.978
5297,詁,1,1982448,99.978
5298,逵,1,1982449,99.978
5299,閏,1,1982450,99.978
5300,傯,1,1982451,99.978
5301,僇,1,1982452,99.978
5302,剷,1,1982453,99.978
5303,剽,1,1982454,99.978
5304,嗨,1,1982455,99.978
5305,塒,1,1982456,99.978
5306,愾,1,1982457,99.978
5307,戡,1,1982458,99.978
5308,楨,1,1982459,99.978
5309,溥,1,1982460,99.978
5310,溴,1,1982461,99.978
5311,煜,1,1982462,99.978
5312,瑁,1,1982463,99.978
5313,痿,1,1982464,99.978
5314,睢,1,1982465,99.978
5315,萱,1,1982466,99.979
5316,蜆,1,1982467,99.979
5317,蜊,1,1982468,99.979
5318,裟,1,1982469,99.979
5319,詼,1,1982470,99.979
5320,豢,1,1982471,99.979
5321,貉,1,1982472,99.979
5322,輊,1,1982473,99.979
5323,鉉,1,1982474,99.979
5324,麂,1,1982475,99.979
5325,僮,1,1982476,99.979
5326,慇,1,1982477,99.979
5327,斡,1,1982478,99.979
5328,旖,1,1982479,99.979
5329,榛,1,1982480,99.979
5330,犖,1,1982481,99.979
5331,緇,1,1982482,99.979
5332,綬,1,1982483,99.979
5333,臧,1,1982484,99.979
5334,蓊,1,1982485,99.979
5335,誥,1,1982486,99.98
5336,誑,1,1982487,99.98
5337,誚,1,1982488,99.98
5338,銨,1,1982489,99.98
5339,儈,1,1982490,99.98
5340,墦,1,1982491,99.98
5341,嶔,1,1982492,99.98
5342,槨,1,1982493,99.98
5343,滕,1,1982494,99.98
5344,潟,1,1982495,99.98
5345,牖,1,1982496,99.98
5346,稷,1,1982497,99.98
5347,篁,1,1982498,99.98
5348,緙,1,1982499,99.98
5349,緹,1,1982500,99.98
5350,褕,1,1982501,99.98
5351,賡,1,1982502,99.98
5352,輞,1,1982503,99.98
5353,駟,1,1982504,99.98
5354,鴃,1,1982505,99.98
5355,麩,1,1982506,99.981
5356,麾,1,1982507,99.981
5357,儐,1,1982508,99.981
5358,冪,1,1982509,99.981
5359,暹,1,1982510,99.981
5360,曄,1,1982511,99.981
5361,澧,1,1982512,99.981
5362,璜,1,1982513,99.981
5363,甍,1,1982514,99.981
5364,篡,1,1982515,99.981
5365,縊,1,1982516,99.981
5366,翮,1,1982517,99.981
5367,耨,1,1982518,99.981
5368,褡,1,1982519,99.981
5369,諶,1,1982520,99.981
5370,錠,1,1982521,99.981
5371,檠,1,1982522,99.981
5372,濮,1,1982523,99.981
5373,濰,1,1982524,99.981
5374,燴,1,1982525,99.981
5375,璩,1,1982526,99.982
5376,癆,1,1982527,99.982
5377,磴,1,1982528,99.982
5378,縵,1,1982529,99.982
5379,薜,1,1982530,99.982
5380,褸,1,1982531,99.982
5381,闋,1,1982532,99.982
5382,檮,1,1982533,99.982
5383,繒,1,1982534,99.982
5384,臏,1,1982535,99.982
5385,鎢,1,1982536,99.982
5386,鎬,1,1982537,99.982
5387,霤,1,1982538,99.982
5388,顓,1,1982539,99.982
5389,餽,1,1982540,99.982
5390,餮,1,1982541,99.982
5391,鯀,1,1982542,99.982
5392,羸,1,1982543,99.982
5393,襞,1,1982544,99.982
5394,醱,1,1982545,99.983
5395,鏜,1,1982546,99.983
5396,鏖,1,1982547,99.983
5397,韜,1,1982548,99.983
5398,鯖,1,1982549,99.983
5399,襤,1,1982550,99.983
5400,鐃,1,1982551,99.983
5401,霰,1,1982552,99.983
5402,夔,1,1982553,99.983
5403,曩,1,1982554,99.983
5404,顥,1,1982555,99.983
5405,鰥,1,1982556,99.983
5406,齜,1,1982557,99.983
5407,齧,1,1982558,99.983
5408,玀,1,1982559,99.983
5409,癬,1,1982560,99.983
5410,禳,1,1982561,99.983
5411,酈,1,1982562,99.983
5412,霽,1,1982563,99.983
5413,鰾,1,1982564,99.983
5414,鼴,1,1982565,99.984
5415,瓚,1,1982566,99.984
5416,纔,1,1982567,99.984
5417,臢,1,1982568,99.984
5418,黌,1,1982569,99.984
5419,灤,1,1982570,99.984
5420,韉,1,1982571,99.984
5421,鸛,1,1982572,99.984
5422,乜,1,1982573,99.984
5423,仨,1,1982574,99.984
5424,仝,1,1982575,99.984
5425,尻,1,1982576,99.984
5426,伢,1,1982577,99.984
5427,卍,1,1982578,99.984
5428,屼,1,1982579,99.984
5429,扞,1,1982580,99.984
5430,佉,1,1982581,99.984
5431,佟,1,1982582,99.984
5432,尪,1,1982583,99.984
5433,忻,1,1982584,99.984
5434,芑,1,1982585,99.985
5435,豸,1,1982586,99.985
5436,邠,1,1982587,99.985
5437,阨,1,1982588,99.985
5438,阯,1,1982589,99.985
5439,刲,1,1982590,99.985
5440,坫,1,1982591,99.985
5441,妺,1,1982592,99.985
5442,孥,1,1982593,99.985
5443,宓,1,1982594,99.985
5444,帙,1,1982595,99.985
5445,戽,1,1982596,99.985
5446,拊,1,1982597,99.985
5447,玦,1,1982598,99.985
5448,甾,1,1982599,99.985
5449,盱,1,1982600,99.985
5450,虯,1,1982601,99.985
5451,迒,1,1982602,99.985
5452,迓,1,1982603,99.985
5453,邯,1,1982604,99.985
5454,邳,1,1982605,99.986
5455,俛,1,1982606,99.986
5456,剉,1,1982607,99.986
5457,姮,1,1982608,99.986
5458,巹,1,1982609,99.986
5459,恂,1,1982610,99.986
5460,昶,1,1982611,99.986
5461,柺,1,1982612,99.986
5462,洒,1,1982613,99.986
5463,炷,1,1982614,99.986
5464,炾,1,1982615,99.986
5465,瓮,1,1982616,99.986
5466,苡,1,1982617,99.986
5467,苺,1,1982618,99.986
5468,衩,1,1982619,99.986
5469,唊,1,1982620,99.986
5470,悒,1,1982621,99.986
5471,挼,1,1982622,99.986
5472,旄,1,1982623,99.986
5473,栖,1,1982624,99.986
5474,浡,1,1982625,99.987
5475,痀,1,1982626,99.987
5476,眛,1,1982627,99.987
5477,眚,1,1982628,99.987
5478,砯,1,1982629,99.987
5479,笄,1,1982630,99.987
5480,茛,1,1982631,99.987
5481,茬,1,1982632,99.987
5482,蚨,1,1982633,99.987
5483,蚋,1,1982634,99.987
5484,偲,1,1982635,99.987
5485,偁,1,1982636,99.987
5486,啐,1,1982637,99.987
5487,堇,1,1982638,99.987
5488,庴,1,1982639,99.987
5489,庹,1,1982640,99.987
5490,悾,1,1982641,99.987
5491,惓,1,1982642,99.987
5492,惊,1,1982643,99.987
5493,掊,1,1982644,99.987
5494,梫,1,1982645,99.988
5495,淩,1,1982646,99.988
5496,珺,1,1982647,99.988
5497,眥,1,1982648,99.988
5498,砦,1,1982649,99.988
5499,笫,1,1982650,99.988
5500,紺,1,1982651,99.988
5501,紿,1,1982652,99.988
5502,翊,1,1982653,99.988
5503,舸,1,1982654,99.988
5504,舳,1,1982655,99.988
5505,舴,1,1982656,99.988
5506,莩,1,1982657,99.988
5507,莪,1,1982658,99.988
5508,袢,1,1982659,99.988
5509,袪,1,1982660,99.988
5510,袤,1,1982661,99.988
5511,逑,1,1982662,99.988
5512,傣,1,1982663,99.988
5513,傜,1,1982664,99.989
5514,堣,1,1982665,99.989
5515,媜,1,1982666,99.989
5516,崽,1,1982667,99.989
5517,嵙,1,1982668,99.989
5518,愔,1,1982669,99.989
5519,惲,1,1982670,99.989
5520,敧,1,1982671,99.989
5521,晬,1,1982672,99.989
5522,棓,1,1982673,99.989
5523,椪,1,1982674,99.989
5524,棝,1,1982675,99.989
5525,毳,1,1982676,99.989
5526,湫,1,1982677,99.989
5527,焢,1,1982678,99.989
5528,琡,1,1982679,99.989
5529,甯,1,1982680,99.989
5530,硤,1,1982681,99.989
5531,确,1,1982682,99.989
5532,竦,1,1982683,99.989
5533,笻,1,1982684,99.99
5534,筌,1,1982685,99.99
5535,羡,1,1982686,99.99
5536,菧,1,1982687,99.99
5537,菡,1,1982688,99.99
5538,衕,1,1982689,99.99
5539,觝,1,1982690,99.99
5540,詈,1,1982691,99.99
5541,跖,1,1982692,99.99
5542,跏,1,1982693,99.99
5543,逭,1,1982694,99.99
5544,鄆,1,1982695,99.99
5545,酢,1,1982696,99.99
5546,隈,1,1982697,99.99
5547,僉,1,1982698,99.99
5548,嗲,1,1982699,99.99
5549,媿,1,1982700,99.99
5550,嵨,1,1982701,99.99
5551,彀,1,1982702,99.99
5552,搦,1,1982703,99.99
5553,楢,1,1982704,99.991
5554,椽,1,1982705,99.991
5555,椴,1,1982706,99.991
5556,歆,1,1982707,99.991
5557,殛,1,1982708,99.991
5558,溟,1,1982709,99.991
5559,溽,1,1982710,99.991
5560,滉,1,1982711,99.991
5561,溲,1,1982712,99.991
5562,犍,1,1982713,99.991
5563,瑋,1,1982714,99.991
5564,畹,1,1982715,99.991
5565,稗,1,1982716,99.991
5566,窣,1,1982717,99.991
5567,筲,1,1982718,99.991
5568,腩,1,1982719,99.991
5569,萩,1,1982720,99.991
5570,裌,1,1982721,99.991
5571,誆,1,1982722,99.991
5572,豊,1,1982723,99.991
5573,鉦,1,1982724,99.992
5574,鳧,1,1982725,99.992
5575,嘜,1,1982726,99.992
5576,墉,1,1982727,99.992
5577,屣,1,1982728,99.992
5578,嶀,1,1982729,99.992
5579,慳,1,1982730,99.992
5580,摶,1,1982731,99.992
5581,榧,1,1982732,99.992
5582,槙,1,1982733,99.992
5583,漚,1,1982734,99.992
5584,皸,1,1982735,99.992
5585,瞀,1,1982736,99.992
5586,碭,1,1982737,99.992
5587,綣,1,1982738,99.992
5588,綩,1,1982739,99.992
5589,蒟,1,1982740,99.992
5590,蒹,1,1982741,99.992
5591,蒻,1,1982742,99.992
5592,蓖,1,1982743,99.992
5593,踅,1,1982744,99.993
5594,酺,1,1982745,99.993
5595,酲,1,1982746,99.993
5596,颭,1,1982747,99.993
5597,髣,1,1982748,99.993
5598,儋,1,1982749,99.993
5599,噚,1,1982750,99.993
5600,嘬,1,1982751,99.993
5601,嶗,1,1982752,99.993
5602,廡,1,1982753,99.993
5603,撅,1,1982754,99.993
5604,殢,1,1982755,99.993
5605,澂,1,1982756,99.993
5606,璈,1,1982757,99.993
5607,瘙,1,1982758,99.993
5608,糅,1,1982759,99.993
5609,翦,1,1982760,99.993
5610,膕,1,1982761,99.993
5611,蝣,1,1982762,99.993
5612,衚,1,1982763,99.993
5613,鄲,1,1982764,99.994
5614,鋃,1,1982765,99.994
5615,霈,1,1982766,99.994
5616,駘,1,1982767,99.994
5617,髫,1,1982768,99.994
5618,鴇,1,1982769,99.994
5619,鼐,1,1982770,99.994
5620,噠,1,1982771,99.994
5621,壂,1,1982772,99.994
5622,壆,1,1982773,99.994
5623,徼,1,1982774,99.994
5624,橚,1,1982775,99.994
5625,歔,1,1982776,99.994
5626,澣,1,1982777,99.994
5627,燔,1,1982778,99.994
5628,燊,1,1982779,99.994
5629,窸,1,1982780,99.994
5630,篥,1,1982781,99.994
5631,縋,1,1982782,99.994
5632,蕎,1,1982783,99.995
5633,薌,1,1982784,99.995
5634,螗,1,1982785,99.995
5635,螈,1,1982786,99.995
5636,駪,1,1982787,99.995
5637,麈,1,1982788,99.995
5638,麇,1,1982789,99.995
5639,嚓,1,1982790,99.995
5640,擫,1,1982791,99.995
5641,檥,1,1982792,99.995
5642,檉,1,1982793,99.995
5643,橿,1,1982794,99.995
5644,甑,1,1982795,99.995
5645,癇,1,1982796,99.995
5646,瞵,1,1982797,99.995
5647,瞷,1,1982798,99.995
5648,磽,1,1982799,99.995
5649,簏,1,1982800,99.995
5650,膻,1,1982801,99.995
5651,蕗,1,1982802,99.995
5652,蕹,1,1982803,99.996
5653,褳,1,1982804,99.996
5654,醢,1,1982805,99.996
5655,醛,1,1982806,99.996
5656,鎯,1,1982807,99.996
5657,闇,1,1982808,99.996
5658,餬,1,1982809,99.996
5659,黻,1,1982810,99.996
5660,齔,1,1982811,99.996
5661,懟,1,1982812,99.996
5662,旛,1,1982813,99.996
5663,瀦,1,1982814,99.996
5664,燹,1,1982815,99.996
5665,癤,1,1982816,99.996
5666,蟪,1,1982817,99.996
5667,蹩,1,1982818,99.996
5668,轇,1,1982819,99.996
5669,鄺,1,1982820,99.996
5670,鎝,1,1982821,99.996
5671,鎧,1,1982822,99.996
5672,闓,1,1982823,99.997
5673,韙,1,1982824,99.997
5674,騅,1,1982825,99.997
5675,鬩,1,1982826,99.997
5676,鼩,1,1982827,99.997
5677,齕,1,1982828,99.997
5678,嚧,1,1982829,99.997
5679,櫟,1,1982830,99.997
5680,繯,1,1982831,99.997
5681,羆,1,1982832,99.997
5682,覈,1,1982833,99.997
5683,鏇,1,1982834,99.997
5684,鏐,1,1982835,99.997
5685,鞳,1,1982836,99.997
5686,黼,1,1982837,99.997
5687,櫪,1,1982838,99.997
5688,矍,1,1982839,99.997
5689,礨,1,1982840,99.997
5690,繾,1,1982841,99.997
5691,蘅,1,1982842,99.997
5692,轕,1,1982843,99.998
5693,騭,1,1982844,99.998
5694,鰈,1,1982845,99.998
5695,鰒,1,1982846,99.998
5696,鶘,1,1982847,99.998
5697,鶖,1,1982848,99.998
5698,鶦,1,1982849,99.998
5699,灃,1,1982850,99.998
5700,獾,1,1982851,99.998
5701,酆,1,1982852,99.998
5702,闥,1,1982853,99.998
5703,鰣,1,1982854,99.998
5704,鶼,1,1982855,99.998
5705,鷅,1,1982856,99.998
5706,鶹,1,1982857,99.998
5707,鼱,1,1982858,99.998
5708,齎,1,1982859,99.998
5709,糴,1,1982860,99.998
5710,罏,1,1982861,99.998
5711,艫,1,1982862,99.998
5712,驊,1,1982863,99.999
5713,鰹,1,1982864,99.999
5714,欒,1,1982865,99.999
5715,讌,1,1982866,99.999
5716,鷸,1,1982867,99.999
5717,灝,1,1982868,99.999
5718,纛,1,1982869,99.999
5719,臠,1,1982870,99.999
5720,蠼,1,1982871,99.999
5721,鑴,1,1982872,99.999
5722,顳,1,1982873,99.999
5723,驤,1,1982874,99.999
5724,戇,1,1982875,99.999
5725,欞,1,1982876,99.999
5726,癵,1,1982877,99.999
5727,麤,1,1982878,99.999
5728,嫺,1,1982879,99.999
